X-axis,Y-axis
-41.45187862775197,27.959645173537506
-41.93352839727108,27.23195175075153
-42.402404807821185,26.495963211660435
-42.85836503510549,25.751903745502908
-43.30127018922181,25.00000000000021
-43.73098535696967,24.240481012317073
-44.14737964294622,23.47357813929477
-44.550326209418266,22.699524986977583
-44.939702314958225,21.91855733945412
-45.31538935183237,21.130913087035236
-45.67727288212992,20.336832153790287
-46.0252426726219,19.536556424463974
-46.35919272833925,18.7303296707959
-46.679021324859974,17.918397477265323
-46.9846310392953,17.101007166283757
-47.275928779965724,16.278407722858166
-47.55282581475757,15.450849718747714
-47.815237798151664,14.618585236137191
-48.06308479691584,13.781867790850324
-48.29629131445331,12.940952255126415
-48.51478631379973,12.096094779983774
-48.718503239261665,11.24755271719365
-48.9073800366902,10.395584540888377
-49.08135917238312,9.540449768827663
-49.24038765061033,8.682408883346952
-49.38441702975682,7.821723252011988
-49.51340343707845,6.9586550480037275
-49.627307582066045,6.09346717025784
-49.72609476841362,5.22642316338315
-49.80973490458723,4.357787137383396
-49.87820251299118,3.487823687206763
-49.93147673772867,2.6167978121477002
-49.96954135095476,1.7449748351255674
-49.99238475781955,0.8726203218647046
-50.0,5.390302858158119e-13
-49.99238475781957,-0.8726203218636267
-49.969541350954806,-1.7449748351244903
-49.93147673772872,-2.6167978121466238
-49.87820251299125,-3.4878236872056876
-49.80973490458733,-4.3577871373823225
-49.72609476841373,-5.226423163382078
-49.62730758206618,-6.09346717025677
-49.5134034370786,-6.95865504800266
-49.38441702975698,-7.821723252010923
-49.240387650610515,-8.68240888334589
-49.08135917238332,-9.540449768826605
-48.90738003669042,-10.395584540887324
-48.71850323926191,-11.2475527171926
-48.51478631379999,-12.096094779982728
-48.29629131445359,-12.940952255125374
-48.06308479691614,-13.78186779084929
-47.81523779815198,-14.61858523613616
-47.552825814757895,-15.45084971874669
-47.27592877996607,-16.278407722857146
-46.98463103929567,-17.101007166282745
-46.67902132486035,-17.918397477264318
-46.35919272833966,-18.7303296707949
-46.02524267262232,-19.53655642446298
-45.67727288213036,-20.3368321537893
-45.31538935183283,-21.13091308703426
-44.9397023149587,-21.918557339453155
-44.55032620941876,-22.69952498697662
-44.14737964294673,-23.473578139293817
-43.730985356970194,-24.240481012316128
-43.30127018922235,-24.999999999999275
-42.85836503510605,-25.751903745501988
-42.40240480782175,-26.49596321165952
-41.93352839727167,-27.23195175075063
-41.45187862775258,-27.959645173536618
-40.9576022144501,-28.67882181755158
-40.4508497187479,-29.38926261462293
-39.931775502365184,-30.09075115760169
-39.40053768033666,-30.783073766282193
-38.857298072849126,-31.466019552491154
-38.3022221559495,-32.13938048432625
-37.73547901113922,-32.802951449524656
-37.15724127387035,-33.4565303179422
-36.56768508095919,-34.099918003124216
-35.96699001693323,-34.73291852294916
-35.355339059328074,-35.35533905932668
-34.73291852295058,-35.96699001693187
-34.09991800312566,-36.56768508095784
-33.45653031794367,-37.15724127386903
-32.802951449526134,-37.735479011137926
-32.13938048432776,-38.30222215594824
-31.466019552492686,-38.85729807284789
-30.783073766283746,-39.400537680335454
-30.09075115760326,-39.931775502364005
-29.389262614624524,-40.45084971874674
-28.678821817553192,-40.95760221444897
-27.95964517353825,-41.45187862775147
-27.23195175075228,-41.93352839727061
-26.495963211661195,-42.40240480782071
-25.751903745503675,-42.85836503510503
-25.000000000000984,-43.30127018922136
-24.24048101231785,-43.730985356969235
-23.473578139295554,-44.14737964294581
-22.699524986978375,-44.55032620941787
-21.918557339454924,-44.939702314957835
-21.130913087036042,-45.315389351831996
-20.3368321537911,-45.67727288212956
-19.536556424464795,-46.025242672621545
-18.730329670796724,-46.35919272833892
-17.918397477266154,-46.67902132485965
-17.101007166284596,-46.984631039294996
-16.278407722859008,-47.27592877996544
-15.450849718748563,-47.55282581475729
-14.618585236138044,-47.81523779815141
-13.781867790851182,-48.0630847969156
-12.940952255127275,-48.296291314453086
-12.09609477998464,-48.51478631379951
-11.247552717194518,-48.718503239261466
-10.39558454088925,-48.90738003669001
-9.540449768828537,-49.081359172382946
-8.682408883347827,-49.240387650610174
-7.821723252012867,-49.384417029756676
-6.958655048004609,-49.51340343707833
-6.093467170258725,-49.62730758206594
-5.2264231633840375,-49.726094768413525
-4.3577871373842845,-49.80973490458715
-3.4878236872076522,-49.878202512991116
-2.61679781214859,-49.931476737728616
-1.744974835126458,-49.969541350954735
-0.8726203218655958,-49.992384757819536
-1.4302703225138056e-12,-50.0
0.8726203218627357,-49.992384757819586
1.7449748351235992,-49.96954135095484
2.6167978121457334,-49.93147673772877
3.487823687204799,-49.878202512991315
4.357787137381434,-49.80973490458741
5.226423163381192,-49.72609476841382
6.093467170255885,-49.62730758206628
6.958655048001777,-49.51340343707872
7.8217232520100435,-49.384417029757124
8.68240888334501,-49.240387650610664
9.54044976882573,-49.08135917238349
10.395584540886452,-48.907380036690604
11.24755271719173,-48.71850323926211
12.096094779981865,-48.5147863138002
12.940952255124513,-48.29629131445382
13.781867790848432,-48.063084796916385
14.618585236135306,-47.815237798152246
15.45084971874584,-47.55282581475818
16.278407722856304,-47.27592877996637
17.101007166281907,-46.98463103929598
17.918397477263483,-46.67902132486068
18.730329670794074,-46.359192728339984
19.536556424462162,-46.02524267262266
20.336832153788485,-45.67727288213072
21.130913087033452,-45.315389351833204
21.918557339452356,-44.93970231495909
22.699524986975828,-44.55032620941917
23.473578139293032,-44.14737964294715
24.24048101231535,-43.73098535697063
24.999999999998504,-43.3012701892228
25.75190374550122,-42.85836503510651
26.49596321165877,-42.40240480782222
27.231951750749882,-41.933528397272156
27.959645173535876,-41.451878627753075
28.678821817550848,-40.9576022144506
29.389262614622215,-40.45084971874842
30.09075115760098,-39.931775502365724
30.78307376628149,-39.40053768033721
31.466019552490458,-38.85729807284969
32.13938048432557,-38.302222155950076
32.802951449523974,-37.7354790111398
33.45653031794154,-37.15724127387095
34.09991800312357,-36.56768508095979
34.732918522948516,-35.966990016933856
35.35533905932605,-35.3553390593287
35.96699001693124,-34.73291852295122
36.56768508095723,-34.09991800312631
37.157241273868436,-33.45653031794433
37.73547901113734,-32.80295144952681
38.30222215594766,-32.13938048432844
38.85729807284732,-31.46601955249338
39.4005376803349,-30.783073766284446
39.931775502363465,-30.09075115760397
40.45084971874622,-29.389262614625245
40.95760221444846,-28.678821817553924
41.45187862775098,-27.959645173538988
41.933528397270116,-27.231951750753026
42.40240480782024,-26.495963211661948
42.858365035104576,-25.751903745504436
43.30127018922092,-25.000000000001755
43.7309853569688,-24.24048101231863
44.14737964294539,-23.473578139296343
44.55032620941746,-22.69952498697917
44.939702314957444,-21.918557339455727
45.31538935183162,-21.130913087036852
45.6772728821292,-20.336832153791914
46.0252426726212,-19.536556424465616
46.359192728338584,-18.730329670797552
46.679021324859335,-17.918397477266986
46.9846310392947,-17.10100716628543
47.27592877996515,-16.27840772285985
47.552825814757014,-15.45084971874941
47.815237798151145,-14.618585236138895
48.06308479691535,-13.78186779085204
48.29629131445285,-12.940952255128138
48.5147863137993,-12.096094779985505
48.71850323926127,-11.247552717195386
48.90738003668982,-10.395584540890122
49.081359172382776,-9.540449768829411
49.24038765061002,-8.682408883348707
49.38441702975654,-7.821723252013749
49.5134034370782,-6.958655048005492
49.627307582065825,-6.0934671702596095
49.72609476841343,-5.226423163384923
49.809734904587074,-4.357787137385172
49.87820251299105,-3.4878236872085413
49.93147673772857,-2.61679781214948
49.96954135095471,-1.744974835127349
49.99238475781952,-0.872620321866487
50.0,0.0
